"ARS-Land","ARS-RB","ARS-Kreis","ARS-VB","ARS-Gem","Gemeindename","Postleitzahl","Laengengrad","Breitengrad","﻿NinaAPICode","Bundesland"
7,2,33,5006,41,"Lissendorf",54587,"6.603569","50.314446",72335000000,"RP"
7,2,33,5006,50,"Neroth",54570,"6.74611","50.195862",72335000000,"RP"
7,2,33,5006,53,"Oberbettingen",54578,"6.62547","50.286013",72335000000,"RP"
7,2,33,5006,54,"Oberehe-Stroheich",54578,"6.770381","50.280611",72335000000,"RP"
7,2,33,5006,56,"Pelm",54570,"6.688389","50.232461",72335000000,"RP"
7,2,33,5006,58,"Rockeskyll",54570,"6.695132","50.255407",72335000000,"RP"
7,2,33,5006,60,"Salm",54570,"6.690979","50.152462",72335000000,"RP"
7,2,33,5006,76,"Üxheim",54579,"6.759467","50.341184",72335000000,"RP"
7,2,33,5006,80,"Walsdorf",54578,"6.710949","50.277842",72335000000,"RP"
7,2,33,5006,83,"Wiesbaum",54578,"6.669197","50.341207",72335000000,"RP"
7,2,33,5006,204,"Birresborn",54574,"6.625574","50.175582",72335000000,"RP"
7,2,33,5006,209,"Densborn",54570,"6.602165","50.126268",72335000000,"RP"
7,2,33,5006,211,"Duppach",54597,"6.565354","50.260079",72335000000,"RP"
7,2,33,5006,214,"Hallschlag",54611,"6.437988","50.354821",72335000000,"RP"
7,2,33,5006,219,"Kerschenbach",54589,"6.500522","50.348588",72335000000,"RP"
7,2,33,5006,223,"Kopp",54574,"6.585691","50.17554",72335000000,"RP"
7,2,33,5006,227,"Mürlenbach",54570,"6.599024","50.150551",72335000000,"RP"
7,2,33,5006,229,"Nohn",54578,"6.786624","50.330111",72335000000,"RP"
7,2,33,5006,232,"Ormont",54597,"6.442819","50.327255",72335000000,"RP"
7,2,33,5006,235,"Reuth",54597,"6.486681","50.295088",72335000000,"RP"
7,2,33,5006,237,"Scheid",54611,"6.422302","50.359636",72335000000,"RP"
7,2,33,5006,239,"Schüller",54586,"6.572609","50.335384",72335000000,"RP"
7,2,33,5006,240,"Stadtkyll",54589,"6.529148","50.349756",72335000000,"RP"
7,2,33,5006,241,"Steffeln",54597,"6.567378","50.287351",72335000000,"RP"
7,2,35,5001,5,"Bescheid",54413,"6.890462","49.75249",72355000000,"RP"
7,2,35,5001,8,"Beuren (Hochwald)",54413,"6.916159","49.727301",72355000000,"RP"
7,2,35,5001,14,"Damflos",54413,"6.982002","49.668659",72355000000,"RP"
7,2,35,5001,30,"Geisfeld",54413,"6.957005","49.715399",72355000000,"RP"
7,2,35,5001,35,"Grimburg",54413,"6.884156","49.621197",72355000000,"RP"
7,2,35,5001,36,"Gusenburg",54413,"6.9015","49.634432",72355000000,"RP"
7,2,35,5001,45,"Hermeskeil, Stadt",54411,"6.94817","49.655416",72355000000,"RP"
7,2,35,5001,47,"Hinzert-Pölert",54421,"6.909359","49.699721",72355000000,"RP"
7,2,35,5001,92,"Naurath (Wald)",54426,"6.881085","49.759163",72355000000,"RP"
7,2,35,5001,93,"Neuhütten",54422,"7.011908","49.642835",72355000000,"RP"
7,2,35,5001,112,"Rascheid",54413,"6.936226","49.712775",72355000000,"RP"
7,2,35,5001,114,"Reinsfeld",54421,"6.876922","49.674856",72355000000,"RP"
7,2,35,5001,153,"Züsch",54422,"7.007401","49.649081",72355000000,"RP"
7,2,35,5003,55,"Kanzem",54441,"6.576779","49.66577",72355000000,"RP"
7,2,35,5003,68,"Konz, Stadt",54329,"6.576553","49.694664",72355000000,"RP"
7,2,35,5003,95,"Nittel",54453,"6.444344","49.654488",72355000000,"RP"
7,2,35,5003,96,"Oberbillig",54331,"6.504809","49.709823",72355000000,"RP"
7,2,35,5003,101,"Onsdorf",54456,"6.481436","49.644324",72355000000,"RP"
7,2,35,5003,106,"Pellingen",54331,"6.670684","49.674634",72355000000,"RP"
7,2,35,5003,132,"Tawern",54456,"6.516142","49.673328",72355000000,"RP"
7,2,35,5003,133,"Temmels",54441,"6.463247","49.690213",72355000000,"RP"
7,2,35,5003,143,"Wasserliesch",54332,"6.538584","49.706652",72355000000,"RP"
7,2,35,5003,144,"Wawern",54441,"6.550154","49.653906",72355000000,"RP"
7,2,35,5003,146,"Wellen",54441,"6.435928","49.668719",72355000000,"RP"
7,2,35,5003,148,"Wiltingen",54459,"6.588791","49.65978",72355000000,"RP"
7,2,35,5004,10,"Bonerath",54316,"6.758464","49.68992",72355000000,"RP"
7,2,35,5004,21,"Farschweiler",54317,"6.827152","49.716966",72355000000,"RP"
7,2,35,5004,37,"Gusterath",54317,"6.718916","49.698524",72355000000,"RP"
7,2,35,5004,38,"Gutweiler",54317,"6.725361","49.719197",72355000000,"RP"
7,2,35,5004,44,"Herl",54317,"6.821259","49.730854",72355000000,"RP"
7,2,35,5004,46,"Hinzenburg",54316,"6.727006","49.663962",72355000000,"RP"
7,2,35,5004,50,"Holzerath",54316,"6.760971","49.680445",72355000000,"RP"
7,2,35,5004,56,"Kasel",54317,"6.731751","49.761893",72355000000,"RP"
7,2,35,5004,70,"Korlingen",54317,"6.725526","49.727635",72355000000,"RP"
7,2,35,5004,80,"Lorscheid",54317,"6.848289","49.738439",72355000000,"RP"
7,2,35,5004,85,"Mertesdorf",54318,"6.734403","49.772837",72355000000,"RP"
7,2,35,5004,90,"Morscheid",54317,"6.751078","49.732095",72355000000,"RP"
7,2,35,5004,100,"Ollmuth",54316,"6.714342","49.67149",72355000000,"RP"
7,2,35,5004,103,"Osburg",54317,"6.790912","49.715281",72355000000,"RP"
7,2,35,5004,107,"Pluwig",54316,"6.712495","49.689842",72355000000,"RP"
7,2,35,5004,116,"Riveris",54317,"6.764008","49.72636",72355000000,"RP"
7,2,35,5004,124,"Schöndorf",54316,"6.742401","49.680028",72355000000,"RP"
7,2,35,5004,129,"Sommerau",54317,"6.736813","49.716173",72355000000,"RP"
7,2,35,5004,135,"Thomm",54317,"6.806222","49.742679",72355000000,"RP"
7,2,35,5004,141,"Waldrach",54320,"6.742469","49.749439",72355000000,"RP"
7,2,35,5006,4,"Bekond",54340,"6.800506","49.850106",72355000000,"RP"
7,2,35,5006,15,"Detzem",54340,"6.844914","49.822968",72355000000,"RP"
7,2,35,5006,19,"Ensch",54340,"6.831554","49.82541",72355000000,"RP"
7,2,35,5006,22,"Fell",54341,"6.782587","49.771751",72355000000,"RP"
7,2,35,5006,26,"Föhren",54343,"6.763505","49.85818",72355000000,"RP"
7,2,35,5006,60,"Kenn",54344,"6.724969","49.800233",72355000000,"RP"
7,2,35,5006,63,"Klüsserath",54340,"6.850181","49.844314",72355000000,"RP"
7,2,35,5006,67,"Köwerich",54340,"6.870799","49.839723",72355000000,"RP"
7,2,35,5006,74,"Leiwen",54340,"6.880097","49.821518",72355000000,"RP"
7,2,35,5006,77,"Longen",54338,"6.79032","49.804046",72355000000,"RP"
7,2,35,5006,78,"Longuich",54340,"6.770531","49.807532",72355000000,"RP"
7,2,35,5006,83,"Mehring",54346,"6.824236","49.797249",72355000000,"RP"
7,2,35,5006,91,"Naurath (Eifel)",54340,"6.748959","49.881865",72355000000,"RP"
7,2,35,5006,108,"Pölich",54340,"6.847245","49.797163",72355000000,"RP"
7,2,35,5006,115,"Riol",54340,"6.791417","49.79356",72355000000,"RP"
7,2,35,5006,120,"Schleich",54340,"6.840519","49.812242",72355000000,"RP"
7,2,35,5006,125,"Schweich, Stadt",54338,"6.752517","49.822073",72355000000,"RP"
7,2,35,5006,134,"Thörnich",54340,"6.838668","49.834065",72355000000,"RP"
7,2,35,5006,207,"Trittenheim",54349,"6.900015","49.82398",72355000000,"RP"
7,2,35,5007,1,"Aach",54298,"6.590527","49.789601",72355000000,"RP"
7,2,35,5007,27,"Franzenheim",54316,"6.687549","49.684389",72355000000,"RP"
7,2,35,5007,48,"Hockweiler",54316,"6.69231","49.703335",72355000000,"RP"
7,2,35,5007,51,"Igel",54298,"6.553829","49.709442",72355000000,"RP"
7,2,35,5007,69,"Kordel",54306,"6.631439","49.839876",72355000000,"RP"
7,2,35,5007,73,"Langsur",54308,"6.498107","49.724444",72355000000,"RP"
7,2,35,5007,94,"Newel",54309,"6.583124","49.813085",72355000000,"RP"
7,2,35,5007,111,"Ralingen",54310,"6.513956","49.805569",72355000000,"RP"
7,2,35,5007,137,"Trierweiler",54311,"6.559574","49.761591",72355000000,"RP"
7,2,35,5007,151,"Zemmer",54313,"6.696642","49.892331",72355000000,"RP"
7,2,35,5007,501,"Welschbillig",54298,"6.568474","49.853071",72355000000,"RP"
7,2,35,5008,2,"Ayl",54441,"6.554472","49.630723",72355000000,"RP"
7,2,35,5008,3,"Baldringen",54314,"6.683988","49.612664",72355000000,"RP"
7,2,35,5008,25,"Fisch",54439,"6.486112","49.62074",72355000000,"RP"
7,2,35,5008,28,"Freudenburg",54450,"6.533509","49.54169",72355000000,"RP"
7,2,35,5008,33,"Greimerath",54314,"6.681385","49.562706",72355000000,"RP"
7,2,35,5008,40,"Heddert",54429,"6.763447","49.643008",72355000000,"RP"
7,2,35,5008,43,"Hentern",54314,"6.693105","49.61707",72355000000,"RP"
7,2,35,5008,52,"Irsch",54451,"6.59358","49.603856",72355000000,"RP"
7,2,35,5008,57,"Kastel-Staadt",54441,"6.559328","49.564873",72355000000,"RP"
7,2,35,5008,58,"Kell am See",54427,"6.82194","49.634125",72355000000,"RP"
7,2,35,5008,62,"Kirf",54441,"6.480615","49.550991",72355000000,"RP"
7,2,35,5008,72,"Lampaden",54316,"6.700376","49.649393",72355000000,"RP"
7,2,35,5008,81,"Mandern",54429,"6.76953","49.60761",72355000000,"RP"
7,2,35,5008,82,"Mannebach",54441,"6.508713","49.634217",72355000000,"RP"
7,2,35,5008,98,"Ockfen",54441,"6.585245","49.624189",72355000000,"RP"
7,2,35,5008,104,"Palzem",54439,"6.376018","49.565599",72355000000,"RP"
7,2,35,5008,105,"Paschel",54314,"6.688591","49.638881",72355000000,"RP"
7,2,35,5008,118,"Saarburg, Stadt",54439,"6.54871","49.608359",72355000000,"RP"
7,2,35,5008,119,"Schillingen",54429,"6.785774","49.634538",72355000000,"RP"
7,2,35,5008,122,"Schoden",54441,"6.577197","49.638919",72355000000,"RP"
7,2,35,5008,123,"Schömerich",54314,"6.697557","49.635187",72355000000,"RP"
7,2,35,5008,126,"Serrig",54455,"6.574072","49.575252",72355000000,"RP"
7,2,35,5008,131,"Taben-Rodt",54441,"6.592764","49.546414",72355000000,"RP"
7,2,35,5008,136,"Trassem",54441,"6.524181","49.575777",72355000000,"RP"
7,2,35,5008,140,"Vierherrenborn",54314,"6.652966","49.605199",72355000000,"RP"
7,2,35,5008,142,"Waldweiler",54429,"6.797231","49.61415",72355000000,"RP"
7,2,35,5008,149,"Wincheringen",54457,"6.426176","49.609496",72355000000,"RP"
7,2,35,5008,152,"Zerf",54314,"6.688611","49.601118",72355000000,"RP"
7,2,35,5008,154,"Merzkirchen",54439,"6.476831","49.5789",72355000000,"RP"
7,3,11,0,0,"Frankenthal (Pfalz), Stadt",67227,"8.354282","49.535556",73110000000,"RP"
7,3,12,0,0,"Kaiserslautern, Stadt",67657,"7.768864","49.445456",73120000000,"RP"
7,3,13,0,0,"Landau in der Pfalz, Stadt",76829,"8.112414","49.196595",73130000000,"RP"
7,3,14,0,0,"Ludwigshafen am Rhein, Stadt",67059,"8.447899","49.483235",73140000000,"RP"
7,3,15,0,0,"Mainz, Stadt",55116,"8.271855","50.001959",73150000000,"RP"
7,3,16,0,0,"Neustadt an der Weinstraße, Stadt",67433,"8.140755","49.351983",73160000000,"RP"
7,3,17,0,0,"Pirmasens, Stadt",66953,"7.606009","49.19945",73170000000,"RP"
7,3,18,0,0,"Speyer, Stadt",67346,"8.436572","49.316172",73180000000,"RP"
7,3,19,0,0,"Worms, Stadt",67547,"8.361704","49.629828",73190000000,"RP"
7,3,20,0,0,"Zweibrücken, Stadt",66482,"7.363114","49.249189",73200000000,"RP"
7,3,31,3,3,"Alzey, Stadt",55232,"8.112469","49.745225",73310000000,"RP"
7,3,31,5001,1,"Albig",55234,"8.12235","49.773804",73315000000,"RP"
7,3,31,5001,5,"Bechenheim",55234,"8.002618","49.729069",73315000000,"RP"
7,3,31,5001,7,"Bechtolsheim",55234,"8.194786","49.804318",73315000000,"RP"
7,3,31,5001,8,"Bermersheim vor der Höhe",55234,"8.098662","49.778293",73315000000,"RP"
7,3,31,5001,10,"Biebelnheim",55234,"8.170386","49.796214",73315000000,"RP"
7,3,31,5001,12,"Bornheim",55237,"8.063722","49.781158",73315000000,"RP"
7,3,31,5001,14,"Dintesheim",55234,"8.143506","49.707617",73315000000,"RP"
7,3,31,5001,20,"Eppelsheim",55234,"8.166162","49.705144",73315000000,"RP"
7,3,31,5001,21,"Erbes-Büdesheim",55234,"8.032363","49.756689",73315000000,"RP"
7,3,31,5001,22,"Esselborn",55234,"8.118915","49.714648",73315000000,"RP"
7,3,31,5001,24,"Flomborn",55234,"8.151622","49.69181",73315000000,"RP"
7,3,31,5001,25,"Flonheim",55237,"8.036795","49.785707",73315000000,"RP"
7,3,31,5001,26,"Framersheim",55234,"8.174174","49.758838",73315000000,"RP"
7,3,31,5001,27,"Freimersheim",55234,"8.088388","49.708089",73315000000,"RP"
7,3,31,5001,31,"Gau-Heppenheim",55234,"8.173988","49.741867",73315000000,"RP"
7,3,31,5001,32,"Gau-Odernheim",55239,"8.193147","49.784204",73315000000,"RP"
7,3,31,5001,42,"Kettenheim",55234,"8.114743","49.721185",73315000000,"RP"
7,3,31,5001,43,"Lonsheim",55237,"8.077502","49.779175",73315000000,"RP"
7,3,31,5001,44,"Mauchenheim",67294,"8.046435","49.717387",73315000000,"RP"
7,3,31,5001,50,"Nack",55234,"8.002122","49.746998",73315000000,"RP"
7,3,31,5001,51,"Nieder-Wiesen",55234,"7.977195","49.730045",73315000000,"RP"
7,3,31,5001,52,"Ober-Flörsheim",55234,"8.155056","49.683754",73315000000,"RP"
7,3,31,5001,53,"Offenheim",55234,"8.031502","49.725483",73315000000,"RP"
7,3,31,5001,67,"Wahlheim",55234,"8.105047","49.717146",73315000000,"RP"
7,3,31,5002,2,"Alsheim",67577,"8.341322","49.767929",73315000000,"RP"
7,3,31,5002,18,"Eich",67575,"8.403861","49.749758",73315000000,"RP"
7,3,31,5002,34,"Gimbsheim",67578,"8.375592","49.779088",73315000000,"RP"
7,3,31,5002,38,"Hamm am Rhein",67580,"8.433477","49.733391",73315000000,"RP"
7,3,31,5002,45,"Mettenheim",67582,"8.326279","49.740082",73315000000,"RP"
7,3,31,5003,23,"Flörsheim-Dalsheim",67592,"8.211124","49.651778",73315000000,"RP"
7,3,31,5003,41,"Hohen-Sülzen",67591,"8.226648","49.619342",73315000000,"RP"
7,3,31,5003,46,"Mölsheim",67591,"8.170733","49.647101",73315000000,"RP"
7,3,31,5003,47,"Mörstadt",67591,"8.254616","49.661712",73315000000,"RP"
7,3,31,5003,48,"Monsheim",67590,"8.210623","49.635629",73315000000,"RP"
7,3,31,5003,54,"Offstein",67591,"8.237635","49.605463",73315000000,"RP"
7,3,31,5003,66,"Wachenheim",67591,"8.166655","49.636666",73315000000,"RP"
7,3,31,5005,17,"Eckelsheim",55599,"7.983959","49.794712",73315000000,"RP"
7,3,31,5005,30,"Gau-Bickelheim",55599,"8.020222","49.835596",73315000000,"RP"
7,3,31,5005,35,"Gumbsheim",55597,"7.986293","49.811876",73315000000,"RP"
7,3,31,5005,60,"Siefersheim",55599,"7.957191","49.796519",73315000000,"RP"
7,3,31,5005,62,"Stein-Bockenheim",55599,"7.956071","49.774295",73315000000,"RP"
7,3,31,5005,70,"Wendelsheim",55234,"7.996509","49.767363",73315000000,"RP"
7,3,31,5005,72,"Wöllstein",55597,"7.958787","49.813506",73315000000,"RP"
7,3,31,5005,75,"Wonsheim",55599,"7.963894","49.782176",73315000000,"RP"
7,3,31,5006,4,"Armsheim",55288,"8.056736","49.808643",73315000000,"RP"
7,3,31,5006,19,"Ensheim",55232,"8.116022","49.806914",73315000000,"RP"
7,3,31,5006,29,"Gabsheim",55288,"8.174974","49.827822",73315000000,"RP"
7,3,31,5006,33,"Gau-Weinheim",55578,"8.04777","49.846756",73315000000,"RP"
7,3,31,5006,56,"Partenheim",55288,"8.077527","49.882449",73315000000,"RP"
7,3,31,5006,58,"Saulheim",55291,"8.14903","49.876373",73315000000,"RP"
7,3,31,5006,59,"Schornsheim",55288,"8.174349","49.846568",73315000000,"RP"
7,3,31,5006,61,"Spiesheim",55288,"8.127948","49.809846",73315000000,"RP"
7,3,31,5006,63,"Sulzheim",55286,"8.092437","49.844475",73315000000,"RP"
7,3,31,5006,64,"Udenheim",55288,"8.171921","49.864584",73315000000,"RP"
7,3,31,5006,65,"Vendersheim",55578,"8.066819","49.866596",73315000000,"RP"
7,3,31,5006,68,"Wallertheim",55578,"8.05127","49.835395",73315000000,"RP"
7,3,31,5006,73,"Wörrstadt, Stadt",55286,"8.11667","49.838016",73315000000,"RP"
7,3,31,5007,6,"Bechtheim",67595,"8.293205","49.727031",73315000000,"RP"
7,3,31,5007,9,"Bermersheim",67593,"8.223253","49.681724",73315000000,"RP"
7,3,31,5007,11,"Hochborn",55234,"8.200787","49.724196",73315000000,"RP"
7,3,31,5007,15,"Dittelsheim-Heßloch",67596,"8.245647","49.741199",73315000000,"RP"
7,3,31,5007,28,"Frettenheim",67596,"8.243184","49.760106",73315000000,"RP"
7,3,31,5007,36,"Gundersheim",67598,"8.203102","49.696322",73315000000,"RP"
7,3,31,5007,37,"Gundheim",67599,"8.237388","49.675599",73315000000,"RP"
7,3,31,5007,39,"Hangen-Weisheim",55234,"8.183478","49.710099",73315000000,"RP"
7,3,31,5007,49,"Monzernheim",55234,"8.227847","49.72214",73315000000,"RP"
7,3,31,5007,55,"Osthofen, Stadt",67574,"8.322551","49.703765",73315000000,"RP"
7,3,31,5007,71,"Westhofen",67593,"8.246372","49.704202",73315000000,"RP"
7,3,32,2,2,"Bad Dürkheim, Stadt",67098,"8.169191","49.460397",73320000000,"RP"
7,3,32,24,24,"Grünstadt, Stadt",67269,"8.162374","49.564892",73320000000,"RP"
7,3,32,25,25,"Haßloch",67454,"8.255791","49.363164",73320000000,"RP"
7,3,32,5001,9,"Deidesheim, Stadt",67146,"8.186692","49.409358",73325000000,"RP"
7,3,32,5001,17,"Forst an der Weinstraße",67147,"8.188905","49.426125",73325000000,"RP"
7,3,32,5001,35,"Meckenheim",67149,"8.238815","49.404701",73325000000,"RP"
7,3,32,5001,39,"Niederkirchen bei Deidesheim",67150,"8.211501","49.413509",73325000000,"RP"
7,3,32,5001,43,"Ruppertsberg",67152,"8.197281","49.399386",73325000000,"RP"
7,3,32,5002,5,"Bobenheim am Berg",67273,"8.152156","49.524001",73325000000,"RP"
7,3,32,5002,8,"Dackenheim",67273,"8.185566","49.521316",73325000000,"RP"
7,3,32,5002,15,"Erpolzheim",67167,"8.225515","49.489142",73325000000,"RP"
7,3,32,5002,19,"Freinsheim, Stadt",67251,"8.21286","49.507066",73325000000,"RP"
7,3,32,5002,26,"Herxheim am Berg",67273,"8.17949","49.509464",73325000000,"RP"
7,3,32,5002,28,"Kallstadt",67169,"8.175079","49.4913",73325000000,"RP"
7,3,32,5002,49,"Weisenheim am Berg",67273,"8.154044","49.513132",73325000000,"RP"
7,3,32,5002,50,"Weisenheim am Sand",67256,"8.247606","49.516774",73325000000,"RP"
7,3,32,5005,14,"Elmstein",67471,"7.935266","49.352193",73325000000,"RP"
7,3,32,5005,16,"Esthal",67472,"7.985522","49.377306",73325000000,"RP"
7,3,32,5005,18,"Frankeneck",67468,"8.052302","49.376384",73325000000,"RP"
7,3,32,5005,32,"Lambrecht (Pfalz), Stadt",67466,"8.070859","49.372252",73325000000,"RP"
7,3,32,5005,34,"Lindenberg",67473,"8.096909","49.381314",73325000000,"RP"
7,3,32,5005,37,"Neidenfels",67468,"8.046029","49.388533",73325000000,"RP"
7,3,32,5005,48,"Weidenthal",67475,"7.988018","49.422071",73325000000,"RP"
7,3,32,5006,13,"Ellerstadt",67158,"8.258852","49.461405",73325000000,"RP"
7,3,32,5006,20,"Friedelsheim",67159,"8.22256","49.447276",73325000000,"RP"
7,3,32,5006,22,"Gönnheim",67161,"8.237788","49.448987",73325000000,"RP"
7,3,32,5006,46,"Wachenheim an der Weinstraße, Stadt",67157,"8.180798","49.439981",73325000000,"RP"
7,3,32,5007,1,"Altleiningen",67317,"8.074275","49.508098",73325000000,"RP"
7,3,32,5007,3,"Battenberg (Pfalz)",67271,"8.138375","49.532039",73325000000,"RP"
7,3,32,5007,4,"Bissersheim",67281,"8.203761","49.536556",73325000000,"RP"
7,3,32,5007,6,"Bockenheim an der Weinstraße",67278,"8.181535","49.606505",73325000000,"RP"
7,3,32,5007,7,"Carlsberg",67316,"8.038629","49.505112",73325000000,"RP"
7,3,32,5007,10,"Dirmstein",67246,"8.249704","49.56387",73325000000,"RP"
7,3,32,5007,12,"Ebertsheim",67280,"8.10893","49.56781",73325000000,"RP"
7,3,32,5007,21,"Gerolsheim",67229,"8.262651","49.547125",73325000000,"RP"
7,3,32,5007,23,"Großkarlbach",67229,"8.223336","49.538761",73325000000,"RP"
7,3,32,5007,27,"Hettenleidelheim",67310,"8.069795","49.534527",73325000000,"RP"
7,3,32,5007,29,"Kindenheim",67271,"8.161415","49.610384",73325000000,"RP"
7,3,32,5007,30,"Kirchheim an der Weinstraße",67281,"8.180509","49.538079",73325000000,"RP"
7,3,32,5007,31,"Kleinkarlbach",67271,"8.154192","49.540002",73325000000,"RP"
7,3,32,5007,33,"Laumersheim",67229,"8.233583","49.55425",73325000000,"RP"
7,3,32,5007,36,"Mertesheim",67271,"8.132155","49.571468",73325000000,"RP"
7,3,32,5007,38,"Neuleiningen",67271,"8.139768","49.542779",73325000000,"RP"
7,3,32,5007,40,"Obersülzen",67271,"8.21131","49.5684",73325000000,"RP"
7,3,32,5007,41,"Obrigheim (Pfalz)",67283,"8.20564","49.59282",73325000000,"RP"
7,3,32,5007,42,"Quirnheim",67280,"8.126275","49.584989",73325000000,"RP"
7,3,32,5007,44,"Tiefenthal",67311,"8.105347","49.539877",73325000000,"RP"
7,3,32,5007,47,"Wattenheim",67319,"8.065582","49.522923",73325000000,"RP"
7,3,33,5002,19,"Eisenberg (Pfalz), Stadt",67304,"8.07207","49.557834",73335000000,"RP"
7,3,33,5002,38,"Kerzenheim",67304,"8.060919","49.576262",73335000000,"RP"
7,3,33,5002,60,"Ramsen",67305,"8.011621","49.537284",73335000000,"RP"
7,3,33,5003,1,"Albisheim (Pfrimm)",67308,"8.095715","49.649493",73335000000,"RP"
7,3,33,5003,6,"Biedesheim",67308,"8.106913","49.604788",73335000000,"RP"
7,3,33,5003,12,"Bubenheim",67308,"8.11865","49.628173",73335000000,"RP"
7,3,33,5003,17,"Dreisen",67816,"8.011186","49.603055",73335000000,"RP"
7,3,33,5003,18,"Einselthum",67308,"8.125637","49.652447",73335000000,"RP"
7,3,33,5003,26,"Göllheim",67307,"8.051428","49.59502",73335000000,"RP"
7,3,33,5003,32,"Immesheim",67308,"8.103536","49.636212",73335000000,"RP"
7,3,33,5003,41,"Lautersheim",67308,"8.098261","49.58789",73335000000,"RP"
7,3,33,5003,58,"Ottersheim",67308,"8.108515","49.625677",73335000000,"RP"
7,3,33,5003,64,"Rüssingen",67308,"8.086456","49.616298",73335000000,"RP"
7,3,33,5003,74,"Standenbühl",67816,"7.981905","49.594432",73335000000,"RP"
7,3,33,5003,81,"Weitersweiler",67808,"7.997144","49.614915",73335000000,"RP"
7,3,33,5003,501,"Zellertal",67308,"8.134534","49.6427",73335000000,"RP"
7,3,33,5004,5,"Bennhausen",67808,"7.978061","49.622926",73335000000,"RP"
7,3,33,5004,7,"Bischheim",67294,"8.03307","49.670622",73335000000,"RP"
7,3,33,5004,10,"Bolanden",67295,"8.011508","49.639149",73335000000,"RP"
7,3,33,5004,13,"Dannenfels",67814,"7.943643","49.628338",73335000000,"RP"
7,3,33,5004,22,"Gauersheim",67294,"8.07236","49.659769",73335000000,"RP"
7,3,33,5004,31,"Ilbesheim",67294,"8.074159","49.690394",73335000000,"RP"
7,3,33,5004,35,"Jakobsweiler",67814,"7.95719","49.612314",73335000000,"RP"
7,3,33,5004,39,"Kirchheimbolanden, Stadt",67292,"8.010665","49.664151",73335000000,"RP"
7,3,33,5004,40,"Kriegsfeld",67819,"7.915738","49.709175",73335000000,"RP"
7,3,33,5004,45,"Marnheim",67297,"8.04114","49.6341",73335000000,"RP"
7,3,33,5004,46,"Mörsfeld",67808,"7.935081","49.744122",73335000000,"RP"
7,3,33,5004,47,"Morschheim",67294,"8.025694","49.697034",73335000000,"RP"
7,3,33,5004,56,"Oberwiesen",67294,"7.961243","49.698948",73335000000,"RP"
7,3,33,5004,57,"Orbis",67294,"7.994174","49.695819",73335000000,"RP"
7,3,33,5004,62,"Rittersheim",67294,"8.058511","49.668104",73335000000,"RP"
7,3,33,5004,76,"Stetten",67294,"8.092494","49.670488",73335000000,"RP"
7,3,33,5006,9,"Börrstadt",67725,"7.944003","49.576821",73335000000,"RP"
7,3,33,5006,11,"Breunigweiler",67725,"7.96332","49.569415",73335000000,"RP"
7,3,33,5006,20,"Falkenstein",67808,"7.874733","49.607632",73335000000,"RP"
7,3,33,5006,27,"Gonbach",67724,"7.906153","49.547874",73335000000,"RP"
7,3,33,5006,30,"Höringen",67724,"7.797746","49.555054",73335000000,"RP"
7,3,33,5006,33,"Imsbach",67817,"7.879713","49.582433",73335000000,"RP"
7,3,33,5006,42,"Lohnsfeld",67727,"7.853688","49.551112",73335000000,"RP"
7,3,33,5006,48,"Münchweiler an der Alsenz",67728,"7.884288","49.550619",73335000000,"RP"
7,3,33,5006,69,"Schweisweiler",67808,"7.822944","49.588421",73335000000,"RP"
7,3,33,5006,71,"Sippersfeld",67729,"7.938266","49.554727",73335000000,"RP"
7,3,33,5006,75,"Steinbach am Donnersberg",67808,"7.956675","49.597783",73335000000,"RP"
7,3,33,5006,80,"Wartenberg-Rohrbach",67681,"7.849541","49.525584",73335000000,"RP"
7,3,33,5006,503,"Winnweiler",67722,"7.854076","49.567595",73335000000,"RP"
7,3,33,5007,3,"Alsenz",67821,"7.8152","49.724272",73335000000,"RP"
7,3,33,5007,4,"Bayerfeld-Steckweiler",67808,"7.797604","49.67877",73335000000,"RP"
7,3,33,5007,8,"Bisterschied",67806,"7.749041","49.646631",73335000000,"RP"
7,3,33,5007,14,"Dielkirchen",67811,"7.818448","49.660387",73335000000,"RP"
7,3,33,5007,16,"Dörrmoschel",67806,"7.749328","49.619756",73335000000,"RP"
7,3,33,5007,21,"Finkenbach-Gersweiler",67822,"7.745964","49.683359",73335000000,"RP"
7,3,33,5007,23,"Gaugrehweiler",67822,"7.861787","49.707758",73335000000,"RP"
7,3,33,5007,24,"Gehrweiler",67724,"7.771429","49.576351",73335000000,"RP"
7,3,33,5007,25,"Gerbach",67813,"7.870869","49.673724",73335000000,"RP"
7,3,33,5007,28,"Gundersweiler",67724,"7.782996","49.592153",73335000000,"RP"
7,3,33,5007,34,"Imsweiler",67808,"7.798783","49.601854",73335000000,"RP"
7,3,33,5007,36,"Kalkofen",67822,"7.835687","49.733009",73335000000,"RP"
7,3,33,5007,37,"Katzenbach",67806,"7.812228","49.645269",73335000000,"RP"
7,3,33,5007,43,"Mannweiler-Cölln",67822,"7.803005","49.6962",73335000000,"RP"
7,3,33,5007,49,"Münsterappel",67822,"7.876047","49.734924",73335000000,"RP"
7,3,33,5007,50,"Niederhausen an der Appel",67822,"7.892653","49.74715",73335000000,"RP"
7,3,33,5007,51,"Niedermoschel",67822,"7.794614","49.73318",73335000000,"RP"
7,3,33,5007,53,"Oberhausen an der Appel",67822,"7.867992","49.720679",73335000000,"RP"
